"movement","habitat_cover","metapop_cap","alpha","mean_distance","edge_density","num_patches","mean_patch_size","mean_dispersal"
"result_final_linear_10",13.1,91.6974452097904,0.921722528638099,25.2774391629029,8486,694,1.88760806916427,1.0849252013809
"result_final_linear_10",28.75,5555.53483364803,0.943708609271523,24.9662428985527,15276,507,5.67061143984221,1.05964912280702
"result_final_linear_10",1.37,6.7910905825565,0.910240318948651,25.7435666890572,980,115,1.19130434782609,1.09861097029301
"result_final_linear_10",12.14,112.499801805977,0.920655545309749,25.06960007053,8098,654,1.85626911314985,1.08618256316868
"result_final_linear_10",3.43,13.3346015218034,0.912035812776246,24.7501490792063,2442,270,1.27037037037037,1.09644817231024
"result_final_linear_10",6.25,20.8845947463909,0.914634146341463,25.4182593554018,4460,449,1.39198218262806,1.09333333333333
"result_final_linear_10",21.36,800.905329401166,0.932106959984828,24.9294676550573,12370,657,3.25114155251142,1.07283825025432
"result_final_concave_10",4.34,70.7993597863894,0.90926105229596,25.3900572556952,2886,307,1.41368078175896,1.09979416524541
"result_final_concave_10",16.91,146.173528830996,0.912526825998872,25.5501184954682,10688,695,2.43309352517986,1.09585819453075
"result_final_concave_10",10.22,64.7645528277098,0.910163092604598,25.3778703089636,6980,614,1.66449511400651,1.09870418623361
"result_final_concave_10",21.05,645.817021320336,0.915004214924834,25.6072340638329,12596,675,3.11851851851852,1.09289114048742
"result_final_concave_10",26.71,1444.83585720751,0.920201795918714,25.448933701363,14286,586,4.5580204778157,1.08671815729464
"result_final_concave_10",19.9,334.237260963711,0.914220697890143,25.3039121540756,11766,691,2.87988422575977,1.09382778393425
"result_final_concave_10",28.91,2799.74586184886,0.922967178630547,24.8945852990121,15428,541,5.34380776340111,1.08346214594949
"result_final_concave_10",7.57,18.6711566184142,0.909645592770003,25.5210287618936,5290,526,1.43916349809886,1.09932924201266
"result_final_concave_10",13.32,281.683933471494,0.9110466827397,25.5337206183779,8592,649,2.05238828967643,1.09763859409794
"result_final_concave_10",24.86,1168.98419307971,0.918228207573369,25.0755391121673,13954,590,4.2135593220339,1.08905388851289
"result_final_concave_10",41.44,607081.366298206,0.952450699819046,26.1561578513125,18106,177,23.4124293785311,1.04992310908059
"result_final_concave_10",11.63,110.433002081415,0.910524577472605,25.0196278039676,7670,634,1.83438485804416,1.09826799269467
"result_final_concave_10",12.51,151.324922861804,0.910783766514953,25.6054944362893,7884,635,1.97007874015748,1.09795544976216
"result_final_concave_10",10.05,66.7689347505142,0.910123759807717,25.3226634243538,6752,604,1.66390728476821,1.09875166890629
"result_final_concave_10",6.54,28.4336382306329,0.909495775685134,25.2583104533282,4414,429,1.52447552447552,1.09951032949734
"result_final_concave_10",0.96,12.8737379479335,0.909098674056613,24.4037832848603,708,83,1.1566265060241,1.09999060447175
"result_final_concave_10",34.14,33609.7513544773,0.931854404916657,25.4315975593877,16544,350,9.75428571428571,1.07312901535239
"result_final_concave_10",19.63,318.464521947238,0.91404802406044,25.1867472123249,11504,674,2.91246290801187,1.09403442015852
"result_final_concave_10",38.89,307413.664581076,0.943841126901842,24.0204661271278,17814,222,17.518018018018,1.05950034544744
"result_final_concave_10",8.76,32.2208548734937,0.909853367890417,25.3665750719357,6166,584,1.5,1.09907819797227
"result_final_concave_10",45.25,507604.878908825,0.969281138214668,26.1491416752233,18352,121,37.396694214876,1.03169241675528
"result_final_concave_10",23.7,560.361387057533,0.917135209816484,25.307051708733,13376,637,3.72056514913658,1.09035177070576
"result_final_concave_10",11.33,71.1742290385929,0.910442253729138,25.3147655531184,7598,641,1.76755070202808,1.09836729996223
"result_final_concave_10",34.56,74551.2182003935,0.932740801869039,25.5830348310078,16928,355,9.73521126760563,1.07210920546864
"result_final_concave_10",12.62,51.8113932826643,0.910818073115915,25.4792194228608,8466,677,1.86410635155096,1.09791409450077
"result_final_concave_10",26.48,4590.94918723793,0.919939960416574,25.142665346955,14384,599,4.42070116861436,1.08702746160431
"result_final_concave_10",22.08,1364.17678513549,0.91577583727023,25.0144289278101,12724,660,3.34545454545455,1.09197028279413
"result_final_concave_10",28.88,5351.30638911424,0.922926098974567,25.5297461843625,15554,495,5.83434343434343,1.08351037110237
"result_final_concave_10",20.69,309.445359025749,0.914750369026049,25.1905221813573,12202,703,2.94310099573257,1.09319442097052
"result_final_concave_10",1.23,3.206072692249,0.909103725928108,24.9796181225148,960,113,1.08849557522124,1.09998449184563
"result_final_concave_10",28.7,3388.16365749097,0.922681675375566,24.6503023805255,15404,484,5.9297520661157,1.08379739913331
"result_final_concave_10",26.89,4350.95679871911,0.920410135423136,25.6292362066568,14418,568,4.73415492957746,1.0864721731256
"result_final_concave_10",13.25,220.485433469978,0.911023008421037,25.2247101140586,8752,671,1.97466467958271,1.09766711790647
"result_final_concave_10",3.94,54.2842222122311,0.909229964643041,25.6264120209315,2744,298,1.32214765100671,1.09983176851479
"result_final_concave_10",14.31,96.1347563296941,0.911401569210027,25.3539284324832,9168,708,2.02118644067797,1.09721118964801
"result_final_concave_10",9.8,45.2713640261809,0.910067516476436,25.3800740618827,6552,590,1.66101694915254,1.09881957315844
"result_final_concave_10",19.23,214.687240860462,0.913799779804241,25.1058606100353,11664,724,2.6560773480663,1.09433162723483
