"movement","habitat_cover","metapop_cap","alpha","mean_distance","edge_density","num_patches","mean_patch_size","mean_dispersal"
"result_final_convex_10",38.84,564951.199084774,0.99982999100225,24.8207880893115,17734,203,19.1330049261084,1.00017003790572
"result_final_convex_10",30.78,8429.41039308972,0.998834172221531,25.1451936980322,16006,475,6.48,1.00116718851927
"result_final_convex_10",6.1,16.1358515872708,0.950371974032387,25.2902023343416,4244,437,1.39588100686499,1.05221958067328
"result_final_convex_10",13.49,87.0298727239478,0.979410241018986,25.244344314659,8688,689,1.95791001451379,1.02102260944259
"result_final_convex_10",33.86,24025.0963361807,0.999406956099452,24.6295394039599,16752,351,9.64672364672365,1.00059339581031
"result_final_convex_10",37.41,116649.54031756,0.999750957486437,24.8988465179283,17362,266,14.0639097744361,1.00024910455119
"result_final_convex_10",35.37,64669.2519422812,0.999584720256899,25.3712495029945,17120,302,11.7119205298013,1.00041545227201
"result_final_convex_10",34.28,25643.6481049479,0.999461965628183,25.0757809485461,16772,369,9.289972899729,1.00053832400864
"result_final_convex_10",17.79,183.988722806881,0.988648053486434,25.2472929454612,11172,718,2.47771587743733,1.01148229288829
"result_final_convex_10",12.29,91.3258893549919,0.975966426061966,25.313475142033,8128,667,1.84257871064468,1.02462541056357
"result_final_convex_10",27.12,1855.68023915093,0.997589833666542,25.3885077207448,14886,586,4.62798634812287,1.00241598926946
"result_final_convex_10",26.76,2811.65479967388,0.997421792890416,25.5287924087452,14666,550,4.86545454545455,1.00258487144352
"result_final_convex_10",15.74,120.279323828643,0.984796436432739,25.0260528205167,10158,729,2.15912208504801,1.01543828044538
"result_final_convex_10",32.12,9342.4851803057,0.999124316657287,25.2402496825049,16366,408,7.87254901960784,1.00087645083611
"result_final_convex_10",11.31,48.289782353626,0.972826787461234,25.3516310599507,7266,634,1.78391167192429,1.02793222070877
"result_final_convex_10",36.66,246115.64481028,0.999698162564107,24.5745453410315,17116,279,13.1397849462366,1.00030192856924
"result_final_convex_10",26.67,2787.88104155858,0.997378262129661,24.2551212204926,14568,566,4.71201413427562,1.00262862944771
"result_final_convex_10",40.6,992743.371931342,0.999897005521585,27.0099611855493,17958,185,21.9459459459459,1.00010300508737
"result_final_convex_10",8.22,40.7743593218627,0.960770806751772,24.9491083783227,5548,514,1.59922178988327,1.04083095882238
"result_final_convex_10",29.49,2689.23200292082,0.998480643912569,24.8309291440091,15768,506,5.82806324110672,1.00152166804304
"result_final_convex_10",3.17,5.79421979360511,0.932769080273251,25.8585159161213,2382,275,1.15272727272727,1.07207670274303
"result_final_convex_10",5.08,16.3573088488248,0.944687152287339,24.7121764791378,3528,366,1.3879781420765,1.05855149779346
"result_final_convex_10",26.69,1924.24986939087,0.997387989161007,25.1925139073845,14444,549,4.8615664845173,1.00261885130699
"result_final_convex_10",14.89,98.4641500414419,0.98291539620375,25.2021464462227,9554,720,2.06805555555556,1.0173815608772
"result_final_convex_10",25.22,1146.212119275,0.996586056693581,24.8073671495702,14034,628,4.01592356687898,1.00342563824116
"result_final_convex_10",33.91,15266.6747298972,0.999413748618058,25.3985725805314,16542,356,9.5252808988764,1.00058659527423
"result_final_convex_10",42.4,937769.545053703,0.999940994187082,26.2418938142422,18180,129,32.8682170542636,1.00005900929481
"result_final_convex_10",9.59,44.248996519486,0.966542136763423,24.9729994938747,6502,608,1.57730263157895,1.03461604203684
"result_final_convex_10",2.17,8.97388580995879,0.925838424876033,25.3460459456896,1540,186,1.16666666666667,1.08010207087041
"result_final_convex_10",34.53,23591.6105715244,0.999492576883836,24.3577035064018,16616,332,10.4006024096386,1.0005076807251
"result_final_convex_10",25.77,1451.81951571327,0.996907530982542,25.5533439521222,14238,579,4.45077720207254,1.00310206204823
"result_final_convex_10",16.07,171.985142930853,0.985479722624202,25.3419911006787,9894,703,2.28591749644381,1.01473422237155
"result_final_convex_10",22.98,648.856352307818,0.994969144349356,25.2294919895552,13308,647,3.55177743431221,1.00505629313152
"result_final_convex_10",5.89,22.7762665366214,0.94923897709613,24.6018757009375,3970,396,1.48737373737374,1.05347549366247
"result_final_convex_10",13.97,136.650545448505,0.980671673662706,25.3189147561653,9200,691,2.02170767004342,1.01970927360949
"result_final_convex_10",38.5,85691.4641322889,0.999813480995169,25.1006413702367,17614,258,14.922480620155,1.00018655380066
"result_final_convex_10",3.76,9.85718489412824,0.936632541942049,25.0840496092884,2666,292,1.28767123287671,1.0676545552502
"result_final_convex_10",34.73,17888.9660158644,0.999515974789676,25.9174876828689,17026,343,10.1253644314869,1.00048425960418
"result_final_convex_10",1.9,4.20852339103916,0.923883334602308,24.6572666603303,1418,164,1.15853658536585,1.08238774588402
"result_final_convex_10",18.91,261.917123600775,0.99038746255189,24.9265536461238,11582,709,2.66713681241185,1.00970583515197
"result_final_convex_10",4.63,24.0539521777661,0.942031280521345,25.9096295241025,3124,338,1.3698224852071,1.06153587537621
"result_final_convex_10",10.85,107.49549732017,0.97124555046253,25.4103039257796,7088,621,1.74718196457327,1.02960574648067
"result_final_convex_10",33.8,16161.5734354925,0.9993987157838,24.9590542709882,16756,382,8.84816753926702,1.00060164597643
"result_final_convex_10",29.69,15911.7164917496,0.998540809836552,25.0563487326365,15470,512,5.798828125,1.00146132251088
"result_final_convex_10",39.59,411377.053167749,0.999862054147311,24.876348113726,18290,198,19.9949494949495,1.00013796488437
"result_final_convex_10",35.14,35712.4772659175,0.999561052570098,25.4518646484325,16782,332,10.5843373493976,1.00043914018936
"result_final_convex_10",33.16,16508.7559550864,0.999304501981587,24.9056308358184,16590,399,8.31077694235589,1.00069598207257
"result_final_convex_10",29.27,4602.69670296048,0.99841202469429,24.8501724300108,15122,540,5.42037037037037,1.00159050098199
"result_final_convex_10",22.7,559.054701607216,0.994727952051653,24.6653836155518,13082,651,3.48694316436252,1.00529998974843
"result_final_convex_10",17.31,581.649307722396,0.987827306053749,25.3776477512216,10764,725,2.38758620689655,1.01232269433296
"result_final_convex_10",10.14,54.5351864024578,0.968663868273268,25.3867617485482,6794,598,1.69565217391304,1.03234985091639
"result_final_convex_10",1.87,2.68946726647516,0.923663879853213,26.7497275626555,1360,154,1.21428571428571,1.08264491208525
"result_final_convex_10",4,10.4061278823852,0.938157039739749,25.9667467231271,2926,314,1.27388535031847,1.06591962501012
"result_final_convex_10",39.26,425909.136997733,0.99984864781504,26.179108566541,18000,220,17.8454545454545,1.00015137509591
"result_final_convex_10",12.73,79.5316693187153,0.977278725650883,25.3759478537245,8438,695,1.83165467625899,1.02324953337543
"result_final_convex_10",2.51,17.6273088961375,0.92824942351465,25.4594717236181,1838,211,1.18957345971564,1.07729665612253
"result_final_convex_10",29.1,3691.92677985966,0.998357203472742,24.7998924803462,15706,518,5.61776061776062,1.00164549974853
"result_final_convex_10",36.14,66151.4310257237,0.999656146370198,24.8684224580779,17386,284,12.7253521126761,1.00034397190579
"result_final_convex_10",7.73,26.3484653805497,0.958530661587203,25.2474330795677,5400,514,1.50389105058366,1.04326344484811
"result_final_convex_10",38.16,298423.423368319,0.999795617412231,24.7662227094196,17486,243,15.7037037037037,1.00020442436855
"result_final_convex_10",1.21,0.934128316971589,0.918722649543347,25.9226882986406,956,118,1.02542372881356,1.08846777696953
"result_final_convex_10",39.65,651293.06740463,0.999864379598691,25.7178075907587,17854,195,20.3333333333333,1.0001356387967
"result_final_convex_10",17.97,254.617414654413,0.988943858601318,25.3158949165809,11260,720,2.49583333333333,1.01117974625407
"result_final_convex_10",37.16,108078.392353481,0.999734320436896,24.6222248651881,17306,284,13.0845070422535,1.00026575016749
"result_final_convex_10",13.07,81.2251845674081,0.978253081045103,25.2466891781791,8506,664,1.9683734939759,1.02223036080977
"result_final_convex_10",13.77,238.335792670532,0.980153855019222,25.351380985814,8716,707,1.94766619519095,1.02024798951629
"result_final_convex_10",38.08,368506.449230373,0.999791207530141,25.1343757913942,17714,257,14.8171206225681,1.00020883607326
"result_final_convex_10",10.61,126.062197002535,0.970392300997818,25.565842076612,7070,609,1.74220032840722,1.03051106132204
"result_final_convex_10",35.39,40541.8226075604,0.999586725365321,25.2351722676889,17024,341,10.3782991202346,1.00041344550122
"result_final_convex_10",29.11,2076.01068028946,0.998360472394764,25.4299940238398,15570,546,5.33150183150183,1.00164222007038
"result_final_convex_10",12.67,122.062905353245,0.97710321988251,25.3340092596632,8308,677,1.87149187592319,1.02343332787322
"result_final_convex_10",2.97,3.20602647615903,0.931421708627085,25.460207316603,2242,259,1.14671814671815,1.07362754243081
"result_final_convex_10",37.68,261193.906083078,0.99976791271715,25.2291106732047,17306,234,16.1025641025641,1.00023214115986
"result_final_convex_10",43.4,383159.449967929,0.999957779241077,25.031631017842,18332,130,33.3846153846154,1.00004222254159
"result_final_convex_10",21.33,490.381395584698,0.993403467781508,25.3711006394816,12328,651,3.27649769585253,1.00664033540493
"result_final_convex_10",2.9,8.04743514736068,0.930945579384989,25.6335927513255,2132,239,1.21338912133891,1.07417664592234
"result_final_convex_10",12.36,82.7981279715615,0.976179141285955,25.6061287353915,8076,639,1.93427230046948,1.0244021386102
"result_final_convex_10",37.08,272104.034685084,0.999728798859739,25.7693319454186,17642,263,14.0988593155894,1.00027127471027
"result_final_convex_10",25.82,863.22981209645,0.996935439769772,25.1587542579465,14226,572,4.51398601398601,1.00307398062901
"result_final_convex_10",25.38,1026.29592065264,0.996682363298131,25.6066188138991,13918,602,4.21594684385382,1.00332868005298
"result_final_convex_10",28.68,5265.43176049279,0.998214788006134,25.1328835445561,15416,508,5.64566929133858,1.00178840467534
"result_final_convex_10",19.87,213.402572380362,0.991697373870145,25.1590743878208,12210,723,2.74827109266943,1.00837213685205
"result_final_convex_10",3.72,7.52380036810862,0.936375826703089,25.2274699943316,2738,312,1.19230769230769,1.06794726164699
"result_final_convex_10",18.5,260.181521751322,0.989778235682049,25.5560024076665,11216,705,2.6241134751773,1.01032732782905
"result_final_convex_10",31.51,9549.47744011434,0.999001028698733,25.1525570467042,16218,428,7.36214953271028,1.00099997024284
"result_final_convex_10",27.13,2303.78157722701,0.99759436525425,24.8051070484485,14842,558,4.86200716845878,1.00241143577945
"result_final_convex_10",4.75,56.3512075039922,0.942748514266773,25.6635646412395,3254,355,1.33802816901408,1.06072826938131
"result_final_convex_10",35.5,74466.2686485102,0.999597605167219,25.8074419343201,17158,308,11.525974025974,1.00040255681957
"result_final_convex_10",26.68,1754.34431080896,0.997383129481798,25.233247459155,14800,579,4.60794473229706,1.00262373649689
"result_final_convex_10",9.02,29.9948869882237,0.964226974879441,25.2508258854637,6156,578,1.56055363321799,1.03710021193405
"result_final_convex_10",39.81,764864.46002556,0.999870418471571,26.333896231016,17748,195,20.4153846153846,1.00012959832198
"result_final_convex_10",8.52,35.7694998681633,0.962095719174967,25.2562385025488,5772,544,1.56617647058824,1.03939761924888
"result_final_convex_10",2.08,6.07888839128152,0.925190722357479,26.492266270171,1520,169,1.23076923076923,1.08085822288825
"result_final_convex_10",13.08,85.9531299068107,0.978281224239337,24.8596157091965,8416,681,1.92070484581498,1.02220095328677
"result_final_convex_10",43.54,821884.590483937,0.999959783503574,24.7910339571853,18368,137,31.7810218978102,1.00004021811386
"result_final_convex_10",5.09,15.5933978017322,0.944745130341459,25.3466814644877,3730,397,1.28211586901763,1.05848653555755
"result_final_convex_10",13.03,62.940840026967,0.978140216440193,25.6919995681167,8480,677,1.92466765140325,1.02234831284145
"result_final_convex_10",31.42,8452.04171045695,0.998981634891672,25.2458135189346,15822,440,7.14090909090909,1.00101940323301
"result_final_convex_10",5.7,18.6540897154324,0.948197308930575,25.4721335647327,3988,409,1.39364303178484,1.05463281806595
"result_final_convex_10",22.66,430.454642220427,0.994692717384583,25.3929323990682,13210,691,3.27930535455861,1.00533560015335
"result_final_convex_10",30.62,7850.12662560594,0.998794571304642,25.1052742937568,15832,476,6.4327731092437,1.00120688350737
"result_final_convex_10",6.71,46.5656075426251,0.953555486216103,25.1398718732836,4742,465,1.44301075268817,1.04870667145779
"result_final_convex_10",41.23,388269.32588831,0.999914760021996,26.000948989577,18338,158,26.0949367088608,1.00008524724448
"result_final_convex_10",30.54,4801.30792310031,0.99877434250108,25.1168576618342,15876,471,6.48407643312102,1.00122716157871
"result_final_convex_10",4.13,11.4492483574273,0.938971553462762,25.614134037227,3036,333,1.24024024024024,1.06499498979727
"result_final_convex_10",5.94,39.3282763088778,0.949510477377833,25.9652304697259,4162,420,1.41428571428571,1.05317426592448
"result_final_convex_10",22.21,928.135260926474,0.994282532938567,25.209349285645,13190,669,3.31988041853513,1.00575034446651
"result_final_convex_10",19.74,400.179935297482,0.991529183062485,24.8434878613583,11762,692,2.85260115606936,1.0085431846911
"result_final_convex_10",41.62,486674.384962831,0.999924405868209,25.8494425055673,18294,150,27.7466666666667,1.0000755998467
"result_final_convex_10",19.16,177.143706269066,0.990743990820002,25.2092112802911,11440,708,2.70621468926554,1.0093424832911
"result_final_convex_10",16.27,273.800180313257,0.985881513255344,25.0978197643729,10230,727,2.23796423658872,1.01432067297625
"result_final_convex_10",43.82,661526.449916108,0.999963564848872,25.8709322398426,18474,108,40.5740740740741,1.0000364364787
"result_final_convex_10",13.45,74.5151210472409,0.979302209878379,25.6357043930709,8864,696,1.93247126436782,1.02113524294425
"result_final_convex_10",23.83,955.702017867145,0.99564536060313,24.7992500808364,13616,648,3.67746913580247,1.00437368521883
"result_final_convex_10",9.9,45.4069947975908,0.967751347174249,25.5082251469996,6782,612,1.61764705882353,1.03332328383723
"result_final_convex_10",24.24,751.042501438161,0.995943116534026,25.1554524773655,13538,663,3.65610859728507,1.00407340881083
"result_final_convex_10",40.01,364781.37638097,0.999877644473855,26.352964537796,18024,193,20.7305699481865,1.00012237049885
"result_final_convex_10",25.86,2362.295146651,0.99695761295054,24.6283792912016,14474,597,4.33165829145729,1.00305167141505
"result_final_convex_10",19.58,330.768134137564,0.991318310600791,25.1562012424556,11918,708,2.76553672316384,1.00875772121464
"result_final_convex_10",10.84,55.5114726227762,0.971210389012159,25.3254796300132,7298,610,1.77704918032787,1.0296430220615
"result_final_convex_10",23.08,719.195628780336,0.995053008218756,25.2645749491019,13138,643,3.58942457231726,1.0049715861772
"result_final_convex_10",5.96,31.9844501602915,0.949618772562002,25.287945787032,4200,420,1.41904761904762,1.05305416119994
"result_final_convex_10",27.21,1621.57694348696,0.99763035798022,25.4576993144532,14446,576,4.72395833333333,1.00237527056071
"result_final_convex_10",12.48,62.4172895668542,0.97654030751917,25.0354415203689,8072,644,1.93788819875776,1.02402327103162
"result_final_convex_10",38.42,232013.023935115,0.999809402940226,26.0567799942347,17792,236,16.2796610169492,1.00019063339394
"result_final_convex_10",35.16,43420.9982530981,0.99956315570621,26.2545123976861,16770,324,10.8518518518519,1.00043703521013
"result_final_convex_10",31.29,11391.8941360477,0.998953051820212,25.3160975190425,15964,462,6.77272727272727,1.00104804542904
"result_final_convex_10",6.02,15.3600548298699,0.949942614504913,25.693969928843,4226,441,1.36507936507937,1.05269516782461
"result_final_convex_10",41.63,747978.757888907,0.999924640664959,24.3374948451704,18078,154,27.0324675324675,1.0000753650145
"result_final_convex_10",38.67,500116.394276267,0.999821899572514,25.8206876599092,17962,231,16.7402597402597,1.0001781321529
"result_final_convex_10",34.89,50629.5663531512,0.999534018548534,25.1407905934011,16696,339,10.2920353982301,1.00046619869141
"result_final_convex_10",27.22,2582.29493755864,0.997634824713756,25.082599427115,14618,552,4.93115942028986,1.00237078260266
"result_final_convex_10",29.15,4805.52200376222,0.998373492595487,25.069790048609,15302,504,5.78373015873016,1.00162915724083
"result_final_convex_10",20.3,548.274614510589,0.992234085928739,24.9751927424472,12232,672,3.02083333333333,1.0078266955161
"result_final_convex_10",29.85,8353.92992070035,0.998587464520689,24.9671261902521,15772,474,6.29746835443038,1.00141453355815
"result_final_convex_10",9.54,45.2953574712537,0.966343841646635,25.7656333052165,6322,577,1.65337954939341,1.03482834670526
"result_final_convex_10",33.34,11755.782542639,0.99933220054869,25.4813975032334,16538,393,8.48346055979644,1.00066824570543
"result_final_convex_10",33.97,10624.0210858903,0.999421811179949,24.6386779281918,16766,363,9.35812672176309,1.00057852331576
"result_final_convex_10",24.6,2231.98234612485,0.996190230117218,24.8283685750626,13974,626,3.9297124600639,1.00382433973713
"result_final_convex_10",28.88,5457.91265639578,0.998283865706056,24.8696441642366,15246,514,5.61867704280156,1.00171908447376
"result_final_convex_10",32.81,18932.799907823,0.999247805920462,25.1407096511509,16542,393,8.34860050890585,1.00075276030138
"result_final_convex_10",2.21,11.8481440746073,0.926125013575114,25.2277801467558,1602,179,1.23463687150838,1.07976783408506
"result_final_convex_10",35.71,70008.4475995412,0.999617692510822,25.3268699021945,17308,284,12.5739436619718,1.00038245370409
"result_final_convex_10",40.45,1079828.5066512,0.999892347913599,25.9972516588003,18196,183,22.103825136612,1.00010766367662
"result_final_convex_10",39.46,191823.659513581,0.999856898996338,25.0100637643833,17660,205,19.2487804878049,1.00014312148449
"result_final_convex_10",30.72,5856.3357751098,0.998819454558776,25.3316631531567,15604,456,6.73684210526316,1.00118194077602
"result_final_convex_10",7.59,16.1163530397185,0.957873004671542,24.9431623714733,5298,510,1.48823529411765,1.04397972917391
"result_final_convex_10",34.21,40153.3644020729,0.999453114866399,25.7641604990783,16936,375,9.12266666666667,1.0005471843806
"result_final_convex_10",3.45,8.52322543168176,0.934623215819251,25.5104306478634,2488,276,1.25,1.06994988255609
"result_final_convex_10",21.9,455.844100541313,0.993984790873323,25.5159542307145,12388,632,3.46518987341772,1.00605161083138
"result_final_convex_10",11.54,83.1934342450142,0.973591228700939,25.14465101536,7628,631,1.82884310618067,1.02712511218317
"result_final_convex_10",13.4,117.320874809357,0.979166532252923,25.1562012794476,8556,658,2.03647416413374,1.02127673593903
"result_final_convex_10",39.23,229325.669387692,0.999847375837531,25.0316329187606,17604,201,19.5174129353234,1.00015264746016
"result_final_convex_10",13.1,86.2436850266856,0.97833742322396,25.2774391629029,8486,694,1.88760806916427,1.02214223463379
"result_final_convex_10",28.75,5397.44254128749,0.998239230162522,24.9662428985527,15276,507,5.67061143984221,1.00176387561646
"result_final_convex_10",1.37,6.61551576999398,0.919940485067627,25.7435666890572,980,115,1.19130434782609,1.08702684166192
"result_final_convex_10",12.14,105.340667325651,0.975505519711809,25.06960007053,8098,654,1.85626911314985,1.02510952505469
"result_final_convex_10",3.43,13.0729097027304,0.934492017371882,24.7501490792063,2442,270,1.27037037037037,1.0701000986743
"result_final_convex_10",6.25,20.0932750905698,0.951169568786695,25.4182593554018,4460,449,1.39198218262806,1.05133725133321
"result_final_convex_10",21.36,763.423884648166,0.993435190331623,24.9294676550573,12370,657,3.25114155251142,1.00660819118576
"result_final_linear_50",4.34,80.3718241970205,0.676903481460515,25.3900572556952,2886,307,1.41368078175896,1.47731549236881
"result_final_linear_50",16.91,175.76402467981,0.715183336202444,25.5501184954682,10688,695,2.43309352517986,1.398242869178
"result_final_linear_50",10.22,76.8457046409734,0.692960790367397,25.3778703089636,6980,614,1.66449511400651,1.44308309200267
"result_final_linear_50",21.05,726.677919583454,0.731696014828545,25.6072340638329,12596,675,3.11851851851852,1.3666877770741
"result_final_linear_50",26.71,1638.90390624287,0.758852764547525,25.448933701363,14286,586,4.5580204778157,1.3177786874062
"result_final_linear_50",19.9,386.157982392295,0.726860254083485,25.3039121540756,11766,691,2.87988422575977,1.37578027465668
"result_final_linear_50",28.91,3100.63209876675,0.77120850509872,24.8945852990121,15428,541,5.34380776340111,1.29666619777747
"result_final_linear_50",7.57,25.7919566100894,0.685377428444313,25.5210287618936,5290,526,1.43916349809886,1.45905009196148
"result_final_linear_50",13.32,344.961040599934,0.702658884565499,25.5337206183779,8592,649,2.05238828967643,1.42316566682049
"result_final_linear_50",24.86,1342.86394595477,0.749301954527323,25.0755391121673,13954,590,4.2135593220339,1.33457545914293
"result_final_linear_50",41.44,632075.953315596,0.872467222884386,26.1561578513125,18106,177,23.4124293785311,1.14617486338798
"result_final_linear_50",11.63,135.800210665767,0.697254221240335,25.0196278039676,7670,634,1.83438485804416,1.4341971257214
"result_final_linear_50",12.51,173.271171342066,0.700032005120819,25.6054944362893,7884,635,1.97007874015748,1.42850611498457
"result_final_linear_50",10.05,85.936193134212,0.692455735180908,25.3226634243538,6752,604,1.66390728476821,1.44413563090606
"result_final_linear_50",6.54,40.9709390364305,0.682588372772422,25.2583104533282,4414,429,1.52447552447552,1.46501176974107
"result_final_linear_50",0.96,14.6437841467004,0.668827660723933,24.4037832848603,708,83,1.1566265060241,1.4951534733441
"result_final_linear_50",34.14,36832.3624489399,0.805922662750857,25.4315975593877,16544,350,9.75428571428571,1.24081384755542
"result_final_linear_50",19.63,366.790229520234,0.725754018421528,25.1867472123249,11504,674,2.91246290801187,1.37787731740699
"result_final_linear_50",38.89,323503.613612154,0.84616449736915,24.0204661271278,17814,222,17.518018018018,1.18180330551465
"result_final_linear_50",8.76,39.7878513007953,0.688707729468599,25.3665750719357,6166,584,1.5,1.4519947391495
"result_final_linear_50",45.25,520239.17124804,0.920168067226891,26.1491416752233,18352,121,37.396694214876,1.08675799086758
"result_final_linear_50",23.7,673.003434806912,0.743664717348928,25.307051708733,13376,637,3.72056514913658,1.34469200524246
"result_final_linear_50",11.33,84.4055285301766,0.696324799748704,25.3147655531184,7598,641,1.76755070202808,1.43611142438254
"result_final_linear_50",34.56,79650.0376430568,0.809099901088032,25.5830348310078,16928,355,9.73521126760563,1.2359413202934
"result_final_linear_50",12.62,66.7783110036916,0.700384738698301,25.4792194228608,8466,677,1.86410635155096,1.42778667887388
"result_final_linear_50",26.48,5040.22662685285,0.75762572135202,25.142665346955,14384,599,4.42070116861436,1.31991294885745
"result_final_linear_50",22.08,1510.93620000937,0.73620559334845,25.0144289278101,12724,660,3.34545454545455,1.35831622176591
"result_final_linear_50",28.88,5991.97127747154,0.77103209019948,25.5297461843625,15554,495,5.83434343434343,1.29696287964004
"result_final_linear_50",20.69,357.006974183333,0.730160191493279,25.1905221813573,12202,703,2.94310099573257,1.36956247635859
"result_final_linear_50",1.23,4.06394346138697,0.669445574081605,24.9796181225148,960,113,1.08849557522124,1.49377341297965
"result_final_linear_50",28.7,3933.86223671937,0.769978401727862,24.6503023805255,15404,484,5.9297520661157,1.29873772791024
"result_final_linear_50",26.89,5007.62468669118,0.759821242984826,25.6292362066568,14418,568,4.73415492957746,1.31609902886062
"result_final_linear_50",13.25,249.773284156356,0.702429149797571,25.2247101140586,8752,671,1.97466467958271,1.42363112391931
"result_final_linear_50",3.94,61.8115992190321,0.675907683647622,25.6264120209315,2744,298,1.32214765100671,1.47949198417656
"result_final_linear_50",14.31,112.768638373274,0.705964738836711,25.3539284324832,9168,708,2.02118644067797,1.41650134204691
"result_final_linear_50",9.8,54.6240057628603,0.691717791411043,25.3800740618827,6552,590,1.66101694915254,1.44567627494457
"result_final_linear_50",19.23,275.62315672874,0.724134839519455,25.1058606100353,11664,724,2.6560773480663,1.38095827658784
"result_final_linear_50",1.55,6.73525959328604,0.670183798502383,26.2504395172533,1022,114,1.35964912280702,1.49212798374809
"result_final_linear_50",29.87,3620.86881675221,0.776977620208287,25.0103902156866,15790,488,6.12090163934426,1.28703835733638
"result_final_linear_50",2.28,9.54832082477348,0.671892189218922,24.9969456893599,1662,193,1.18134715025907,1.48833401555465
"result_final_linear_50",38.84,611022.962299064,0.845685840707965,24.8207880893115,17734,203,19.1330049261084,1.18247220405494
"result_final_linear_50",30.78,9579.70062046052,0.782677521483492,25.1451936980322,16006,475,6.48,1.27766541462005
"result_final_linear_50",6.1,19.9974505547605,0.681422351233672,25.2902023343416,4244,437,1.39588100686499,1.46751863684771
"result_final_linear_50",13.49,107.491558895073,0.703218988782312,25.244344314659,8688,689,1.95791001451379,1.42203213501329
"result_final_linear_50",33.86,26988.2338287489,0.803840544482256,24.6295394039599,16752,351,9.64672364672365,1.24402781977623
"result_final_linear_50",37.41,134350.582480337,0.832535248736366,24.8988465179283,17362,266,14.0639097744361,1.20115034350535
"result_final_linear_50",35.37,71821.2091444405,0.815417612919506,25.3712495029945,17120,302,11.7119205298013,1.22636546495435
"result_final_linear_50",34.28,28624.9145417381,0.806974459724951,25.0757809485461,16772,369,9.289972899729,1.23919659160073
"result_final_linear_50",17.79,225.141737764527,0.718493270407271,25.2472929454612,11172,718,2.47771587743733,1.39180148400438
"result_final_linear_50",12.29,116.487803067001,0.699330250358794,25.313475142033,8128,667,1.84257871064468,1.4299395735948
"result_final_linear_50",27.12,2353.55467338283,0.761069340016708,25.3885077207448,14886,586,4.62798634812287,1.3139407244786
"result_final_linear_50",26.76,3259.63942739499,0.759121061359867,25.5287924087452,14666,550,4.86545454545455,1.31731294374659
"result_final_linear_50",15.74,172.178605562477,0.710934863314209,25.0260528205167,10158,729,2.15912208504801,1.40659862330881
"result_final_linear_50",32.12,10806.7319941274,0.791511194029851,25.2402496825049,16366,408,7.87254901960784,1.26340601060695
"result_final_linear_50",11.31,62.9921997636372,0.696263149631025,25.3516310599507,7266,634,1.78391167192429,1.43623858383132
"result_final_linear_50",36.66,268687.31936628,0.82603025560772,24.5745453410315,17116,279,13.1397849462366,1.21060940953584
"result_final_linear_50",26.67,3380.37712867718,0.758638526794951,24.2551212204926,14568,566,4.71201413427562,1.3181508250375
"result_final_linear_50",40.6,1062888.39033066,0.863372093023256,27.0099611855493,17958,185,21.9459459459459,1.15824915824916
"result_final_linear_50",8.22,60.6172945333853,0.687181790955376,24.9491083783227,5548,514,1.59922178988327,1.45521900196121
"result_final_linear_50",29.49,3188.32078985492,0.77466490881125,24.8309291440091,15768,506,5.82806324110672,1.29088072613814
"result_final_linear_50",3.17,7.20625076444939,0.674021996380342,25.8585159161213,2382,275,1.15272727272727,1.48363110606217
"result_final_linear_50",5.08,22.4867361425985,0.678775743707094,24.7121764791378,3528,366,1.3879781420765,1.4732406236831
"result_final_linear_50",26.69,2244.01409696668,0.758745601324777,25.1925139073845,14444,549,4.8615664845173,1.31796480698404
"result_final_linear_50",14.89,126.293560023336,0.707952087838962,25.2021464462227,9554,720,2.06805555555556,1.41252496768887
"result_final_linear_50",25.22,1425.7667619696,0.751104861390116,24.8073671495702,14034,628,4.01592356687898,1.33137202460551
"result_final_linear_50",33.91,17229.8924815994,0.80421027013872,25.3985725805314,16542,356,9.5252808988764,1.24345589347859
"result_final_linear_50",42.4,994278.863734774,0.883435582822086,26.2418938142422,18180,129,32.8682170542636,1.13194444444444
"result_final_linear_50",9.59,54.7598399839637,0.691102277939153,24.9729994938747,6502,608,1.57730263157895,1.44696383143458
"result_final_linear_50",2.17,11.9442035824978,0.671632568996293,25.3460459456896,1540,186,1.16666666666667,1.48890933251559
"result_final_linear_50",34.53,26354.7388545724,0.808870768470472,24.3577035064018,16616,332,10.4006024096386,1.23629143118986
"result_final_linear_50",25.77,1658.07987004478,0.753910217347146,25.5533439521222,14238,579,4.45077720207254,1.32641789034083
"result_final_linear_50",16.07,223.583435211152,0.712116069913457,25.3419911006787,9894,703,2.28591749644381,1.40426545931133
"result_final_linear_50",22.98,830.774907729757,0.740292195309496,25.2294919895552,13308,647,3.55177743431221,1.35081796935861
"result_final_linear_50",5.89,34.0309784961384,0.68087107509767,24.6018757009375,3970,396,1.48737373737374,1.46870683243014
"result_final_linear_50",13.97,164.02030917408,0.704817302965755,25.3189147561653,9200,691,2.02170767004342,1.41880739276996
"result_final_linear_50",38.5,93542.951856085,0.842465753424658,25.1006413702367,17614,258,14.922480620155,1.1869918699187
"result_final_linear_50",3.76,14.4653249731563,0.675463222908478,25.0840496092884,2666,292,1.28767123287671,1.48046550290939
"result_final_linear_50",34.73,21586.0290822476,0.810404767817234,25.9174876828689,17026,343,10.1253644314869,1.23395127930136
