"movement","habitat_cover","metapop_cap","alpha","mean_dispersal"
"result_final_linear_10",4.34,150.380425711945,0.182571188640354,5.47731549236881
"result_final_linear_10",16.91,756.602446231724,0.185245463057921,5.39824286917801
"result_final_linear_10",10.22,243.233435256386,0.183719407383155,5.44308309200266
"result_final_linear_10",21.05,1631.47447032143,0.186334670757612,5.36668777707408
"result_final_linear_10",26.71,5070.2391256319,0.188048442551445,5.31777868740618
"result_final_linear_10",19.9,1370.88492017786,0.186019507663725,5.37578027465668
"result_final_linear_10",28.91,8286.26774836226,0.188798002868221,5.29666619777747
"result_final_linear_10",7.57,138.170238047035,0.183182052400016,5.45905009196148
"result_final_linear_10",13.32,863.938638532041,0.184394145677332,5.42316566682047
"result_final_linear_10",24.86,4359.42555102959,0.187456341682467,5.33457545914293
"result_final_linear_10",41.44,894039.933100509,0.194319086806477,5.14617486338799
"result_final_linear_10",11.63,463.763776942202,0.18401982424722,5.4341971257214
"result_final_linear_10",12.51,447.025668237632,0.184212742662231,5.42850611498457
"result_final_linear_10",10.05,256.208858239339,0.183683888094752,5.44413563090606
"result_final_linear_10",6.54,194.394733367934,0.182982222570287,5.46501176974108
"result_final_linear_10",0.96,24.3899744199343,0.181978538879906,5.4951534733441
"result_final_linear_10",34.14,72554.4151929067,0.190810059103025,5.24081384755541
"result_final_linear_10",19.63,1451.21243702183,0.185946971449725,5.37787731740698
"result_final_linear_10",38.89,477081.760441825,0.192983010168635,5.18180330551465
"result_final_linear_10",8.76,203.355559441984,0.183419105821808,5.45199473914949
"result_final_linear_10",45.25,747914.954747387,0.196588868940754,5.08675799086758
"result_final_linear_10",23.7,2615.67824020011,0.187101520353114,5.34469200524247
"result_final_linear_10",11.33,276.629513402359,0.18395502261317,5.43611142438253
"result_final_linear_10",34.56,120054.564495278,0.190987625496148,5.23594132029339
"result_final_linear_10",12.62,331.405554359443,0.184237159483849,5.42778667887389
"result_final_linear_10",26.48,8868.13377827133,0.187973000613622,5.31991294885747
"result_final_linear_10",22.08,2796.40808600987,0.186625790381299,5.35831622176592
"result_final_linear_10",28.88,13915.1884375098,0.188787428328732,5.29696287964005
"result_final_linear_10",20.69,1648.47350941171,0.186234912882168,5.36956247635859
"result_final_linear_10",1.23,12.7114008598783,0.182024252699864,5.49377341297964
"result_final_linear_10",28.7,11415.4611884092,0.188724192694547,5.29873772791025
"result_final_linear_10",26.89,11327.8215800277,0.188107857767715,5.31609902886061
"result_final_linear_10",13.25,481.276965706363,0.184378320935175,5.42363112391932
"result_final_linear_10",3.94,96.0643969826685,0.182498670111711,5.47949198417655
"result_final_linear_10",14.31,539.727191758646,0.184621019519972,5.41650134204693
"result_final_linear_10",9.8,266.932583734541,0.183631921824104,5.44567627494457
"result_final_linear_10",19.23,1258.76007291703,0.185840504348626,5.38095827658785
"result_final_linear_10",1.55,36.838870173384,0.182078786757906,5.49212798374811
"result_final_linear_10",29.87,9426.2730391129,0.18914180915907,5.28703835733638
"result_final_linear_10",2.28,40.3574946449332,0.182204653937947,5.48833401555466
"result_final_linear_10",38.84,913254.430552388,0.192958101968703,5.18247220405493
"result_final_linear_10",30.78,16570.1167297137,0.189477718164897,5.27766541462004
"result_final_linear_10",6.1,109.538756418701,0.182898324892871,5.46751863684771
"result_final_linear_10",13.49,442.670481912541,0.184432695177589,5.4220321350133
"result_final_linear_10",33.86,50828.6180889341,0.190693114980971,5.24402781977623
"result_final_linear_10",37.41,302871.00123248,0.192265159427413,5.20115034350535
"result_final_linear_10",35.37,127143.100609657,0.191337556989757,5.22636546495435
"result_final_linear_10",34.28,58333.2045033966,0.190868959107807,5.23919659160072
"result_final_linear_10",17.79,1020.17120648396,0.185466768939223,5.39180148400438
"result_final_linear_10",12.29,336.419723651615,0.184164112039642,5.42993957359481
"result_final_linear_10",27.12,6935.19993425571,0.188184259450527,5.31394072447859
"result_final_linear_10",26.76,8382.75858113757,0.188064913722268,5.31731294374658
"result_final_linear_10",15.74,707.327326723443,0.184959171130038,5.4065986233088
"result_final_linear_10",32.12,22501.7650428359,0.189991043439319,5.26340601060696
"result_final_linear_10",11.31,372.663078535264,0.183950719707969,5.43623858383131
"result_final_linear_10",36.66,386588.32658928,0.191916131378015,5.21060940953583
"result_final_linear_10",26.67,7176.19023899346,0.188035283860711,5.3181508250375
"result_final_linear_10",40.6,1503906.2787017,0.193864229765013,5.15824915824916
"result_final_linear_10",8.22,255.787600550675,0.183310697451466,5.45521900196121
"result_final_linear_10",29.49,7299.28938786645,0.189004449686378,5.29088072613812
"result_final_linear_10",3.17,29.9987475169271,0.182360917548684,5.48363110606216
"result_final_linear_10",5.08,122.286361516678,0.182707114259316,5.47324062368311
"result_final_linear_10",26.69,6124.97156176701,0.188041861180937,5.31796480698403
"result_final_linear_10",14.89,523.592617864299,0.184756653497156,5.41252496768888
"result_final_linear_10",25.22,3910.05963540984,0.187568977626166,5.33137202460552
"result_final_linear_10",33.91,47078.5867009759,0.190713914699602,5.24345589347858
"result_final_linear_10",42.4,1408531.45840974,0.194857916102842,5.13194444444444
"result_final_linear_10",9.59,228.153926548399,0.183588514803233,5.44696383143457
"result_final_linear_10",2.17,37.8061504133989,0.182185556259079,5.48890933251557
"result_final_linear_10",34.53,43503.2152556565,0.190974855609358,5.23629143118985
"result_final_linear_10",25.77,3892.92150965473,0.187743436693814,5.32641789034082
"result_final_linear_10",16.07,820.392027245556,0.185039022884607,5.40426545931133
"result_final_linear_10",22.98,2853.82235606867,0.186887314374454,5.35081796935861
