"","p","replicate","edge_density","mean_distance","mean_nearest_distance","num_patches","mean_patch_area"
"316",0.4,16,1751,52.0377488880988,2.70393759313122,106,13.7830188679245
"317",0.4,17,1653,49.5683547089329,2.73329366649418,119,11.0420168067227
"318",0.4,18,1621,49.2973108410861,2.98692106298446,112,11.9642857142857
"319",0.4,19,1892,51.6066395775792,2.44598942742843,110,15.1181818181818
"320",0.4,20,1900,48.9160316716396,2.60293468206914,103,16.6893203883495
"321",0.4,21,1817,50.0978241931029,2.21814760687573,126,11.6031746031746
"322",0.4,22,1880,49.371682379259,2.54300668582183,111,14.6216216216216
"323",0.4,23,1826,49.7797054297648,2.41017940990184,100,16.89
"324",0.4,24,1396,49.4448548904567,3.348803782445,89,12.6404494382022
"325",0.4,25,1611,48.9832829970779,2.64785936824303,104,12.9134615384615
"326",0.4,26,1566,49.0060365035366,2.66097140059269,116,10.8103448275862
"327",0.4,27,1818,50.7036563551481,2.3865595100813,129,10.984496124031
"328",0.4,28,1818,47.7650043203499,2.37919415662744,127,11.4015748031496
"329",0.4,29,1697,50.2234847363238,2.65576192781228,106,14.4716981132075
"330",0.4,30,1668,52.874732138223,2.47453110151422,123,10.8373983739837
"331",0.4,31,1706,49.197133670422,2.64858853862816,99,15.1616161616162
"332",0.4,32,1751,51.3950492056818,2.57904413647545,113,13.2212389380531
"333",0.4,33,1686,50.0815942388257,2.95968235045633,108,12.7037037037037
"334",0.4,34,1687,49.5860832408793,2.54294645706504,106,14.0188679245283
"335",0.4,35,1799,47.426232684647,2.32764526664087,98,17.5102040816327
"336",0.4,36,1532,50.9036926065662,2.86845931928511,113,12.3451327433628
"337",0.4,37,1640,50.0072127047585,2.33621544697498,105,12.8285714285714
"338",0.4,38,1653,50.5885406940739,2.61850903717627,116,11.2844827586207
"339",0.4,39,1566,50.1747623655891,2.82303966995453,119,9.6890756302521
"340",0.4,40,1647,49.4995684824627,2.77739144420322,117,10.5299145299145
"341",0.4,41,1867,49.8558881616113,2.43570800743609,127,11.7637795275591
"342",0.4,42,1430,48.8509397588807,2.93282218375968,95,11.6736842105263
"343",0.4,43,1738,49.4106912560723,2.93207147897545,101,15.7227722772277
"344",0.4,44,1673,47.8530913295769,2.56581023469096,99,14.6666666666667
"345",0.4,45,1503,47.6920012907769,2.73894746410045,96,12.9166666666667
"346",0.4,46,1527,50.1865445402462,2.60876032158244,113,11.1150442477876
"347",0.4,47,1692,49.5345920437839,2.37742460829703,108,13.6481481481481
"348",0.4,48,1757,47.9318504540916,2.42705542305042,101,15.2970297029703
"349",0.4,49,1754,50.0309587590495,2.79716499364247,108,14.7222222222222
"350",0.4,50,1652,49.2056395436289,2.43650633293303,100,15.3
"351",0.4,51,1922,49.4508447017201,2.3122849447116,117,14.3846153846154
"352",0.4,52,1609,52.2339978524177,2.85015249766872,106,13.7169811320755
"353",0.4,53,1493,48.8495036634619,2.82384185744962,101,12.0891089108911
"354",0.4,54,2030,50.7168361217311,2.26472512613639,117,15.1111111111111
"355",0.4,55,1604,50.3561072425905,2.9474009285387,106,13.2830188679245
"356",0.4,56,1742,49.0542537490141,2.49848508531486,115,12.6521739130435
"357",0.4,57,1608,47.9313321577104,3.03325885604335,105,13.3047619047619
"358",0.4,58,1598,47.9557571905543,2.75853087507131,111,11.6756756756757
"359",0.4,59,1656,49.3680628730864,2.88675834794655,108,12.9444444444444
"360",0.4,60,1536,49.8756329972212,2.59973275886862,103,12.1067961165049
"361",0.4,61,1673,51.0777486472008,2.80009495576284,122,10.3114754098361
"362",0.4,62,1590,48.7055877509832,2.4939037158094,109,10.9816513761468
"363",0.4,63,1585,50.8929972472294,2.63183228361286,118,10.5508474576271
"364",0.4,64,1527,49.8378223432963,3.0664006708918,112,11.2767857142857
