"","config_id","replicate","layer","x","y","patch","landscape_config"
"6250...46250","3","1","0",49.5,37.5,NA,0.2
"6251...46251","3","1","0",50.5,37.5,NA,0.2
"6252...46252","3","1","0",51.5,37.5,NA,0.2
"6253...46253","3","1","0",52.5,37.5,NA,0.2
"6254...46254","3","1","0",53.5,37.5,NA,0.2
"6255...46255","3","1","0",54.5,37.5,NA,0.2
"6256...46256","3","1","0",55.5,37.5,NA,0.2
"6257...46257","3","1","0",56.5,37.5,NA,0.2
"6258...46258","3","1","0",57.5,37.5,NA,0.2
"6259...46259","3","1","0",58.5,37.5,NA,0.2
"6260...46260","3","1","0",59.5,37.5,NA,0.2
"6261...46261","3","1","0",60.5,37.5,NA,0.2
"6262...46262","3","1","0",61.5,37.5,NA,0.2
"6263...46263","3","1","1",62.5,37.5,135,0.2
"6264...46264","3","1","0",63.5,37.5,NA,0.2
"6265...46265","3","1","0",64.5,37.5,NA,0.2
"6266...46266","3","1","0",65.5,37.5,NA,0.2
"6267...46267","3","1","0",66.5,37.5,NA,0.2
"6268...46268","3","1","0",67.5,37.5,NA,0.2
"6269...46269","3","1","0",68.5,37.5,NA,0.2
"6270...46270","3","1","0",69.5,37.5,NA,0.2
"6271...46271","3","1","0",70.5,37.5,NA,0.2
"6272...46272","3","1","0",71.5,37.5,NA,0.2
"6273...46273","3","1","0",72.5,37.5,NA,0.2
"6274...46274","3","1","0",73.5,37.5,NA,0.2
"6275...46275","3","1","0",74.5,37.5,NA,0.2
"6276...46276","3","1","0",75.5,37.5,NA,0.2
"6277...46277","3","1","0",76.5,37.5,NA,0.2
"6278...46278","3","1","0",77.5,37.5,NA,0.2
"6279...46279","3","1","0",78.5,37.5,NA,0.2
"6280...46280","3","1","0",79.5,37.5,NA,0.2
"6281...46281","3","1","0",80.5,37.5,NA,0.2
"6282...46282","3","1","0",81.5,37.5,NA,0.2
"6283...46283","3","1","1",82.5,37.5,128,0.2
"6284...46284","3","1","0",83.5,37.5,NA,0.2
"6285...46285","3","1","1",84.5,37.5,128,0.2
"6286...46286","3","1","0",85.5,37.5,NA,0.2
"6287...46287","3","1","0",86.5,37.5,NA,0.2
"6288...46288","3","1","0",87.5,37.5,NA,0.2
"6289...46289","3","1","0",88.5,37.5,NA,0.2
"6290...46290","3","1","0",89.5,37.5,NA,0.2
"6291...46291","3","1","0",90.5,37.5,NA,0.2
"6292...46292","3","1","0",91.5,37.5,NA,0.2
"6293...46293","3","1","0",92.5,37.5,NA,0.2
"6294...46294","3","1","0",93.5,37.5,NA,0.2
"6295...46295","3","1","1",94.5,37.5,134,0.2
"6296...46296","3","1","1",95.5,37.5,134,0.2
"6297...46297","3","1","0",96.5,37.5,NA,0.2
"6298...46298","3","1","0",97.5,37.5,NA,0.2
"6299...46299","3","1","0",98.5,37.5,NA,0.2
"6300...46300","3","1","0",99.5,37.5,NA,0.2
"6301...46301","3","1","0",0.5,36.5,NA,0.2
"6302...46302","3","1","0",1.5,36.5,NA,0.2
"6303...46303","3","1","1",2.5,36.5,129,0.2
"6304...46304","3","1","1",3.5,36.5,129,0.2
"6305...46305","3","1","1",4.5,36.5,129,0.2
"6306...46306","3","1","1",5.5,36.5,129,0.2
"6307...46307","3","1","1",6.5,36.5,129,0.2
"6308...46308","3","1","1",7.5,36.5,129,0.2
"6309...46309","3","1","1",8.5,36.5,129,0.2
"6310...46310","3","1","0",9.5,36.5,NA,0.2
"6311...46311","3","1","0",10.5,36.5,NA,0.2
"6312...46312","3","1","1",11.5,36.5,109,0.2
"6313...46313","3","1","1",12.5,36.5,109,0.2
"6314...46314","3","1","1",13.5,36.5,109,0.2
"6315...46315","3","1","0",14.5,36.5,NA,0.2
"6316...46316","3","1","0",15.5,36.5,NA,0.2
"6317...46317","3","1","1",16.5,36.5,109,0.2
"6318...46318","3","1","1",17.5,36.5,109,0.2
"6319...46319","3","1","0",18.5,36.5,NA,0.2
"6320...46320","3","1","0",19.5,36.5,NA,0.2
"6321...46321","3","1","0",20.5,36.5,NA,0.2
"6322...46322","3","1","0",21.5,36.5,NA,0.2
"6323...46323","3","1","1",22.5,36.5,136,0.2
"6324...46324","3","1","0",23.5,36.5,NA,0.2
"6325...46325","3","1","0",24.5,36.5,NA,0.2
"6326...46326","3","1","0",25.5,36.5,NA,0.2
"6327...46327","3","1","0",26.5,36.5,NA,0.2
"6328...46328","3","1","1",27.5,36.5,132,0.2
"6329...46329","3","1","1",28.5,36.5,132,0.2
"6330...46330","3","1","1",29.5,36.5,132,0.2
"6331...46331","3","1","0",30.5,36.5,NA,0.2
"6332...46332","3","1","1",31.5,36.5,132,0.2
"6333...46333","3","1","0",32.5,36.5,NA,0.2
"6334...46334","3","1","0",33.5,36.5,NA,0.2
"6335...46335","3","1","0",34.5,36.5,NA,0.2
"6336...46336","3","1","0",35.5,36.5,NA,0.2
"6337...46337","3","1","0",36.5,36.5,NA,0.2
"6338...46338","3","1","0",37.5,36.5,NA,0.2
"6339...46339","3","1","0",38.5,36.5,NA,0.2
"6340...46340","3","1","0",39.5,36.5,NA,0.2
"6341...46341","3","1","0",40.5,36.5,NA,0.2
"6342...46342","3","1","0",41.5,36.5,NA,0.2
"6343...46343","3","1","0",42.5,36.5,NA,0.2
"6344...46344","3","1","0",43.5,36.5,NA,0.2
"6345...46345","3","1","1",44.5,36.5,130,0.2
"6346...46346","3","1","0",45.5,36.5,NA,0.2
"6347...46347","3","1","0",46.5,36.5,NA,0.2
"6348...46348","3","1","0",47.5,36.5,NA,0.2
"6349...46349","3","1","0",48.5,36.5,NA,0.2
"6350...46350","3","1","0",49.5,36.5,NA,0.2
"6351...46351","3","1","0",50.5,36.5,NA,0.2
"6352...46352","3","1","0",51.5,36.5,NA,0.2
"6353...46353","3","1","0",52.5,36.5,NA,0.2
"6354...46354","3","1","0",53.5,36.5,NA,0.2
"6355...46355","3","1","0",54.5,36.5,NA,0.2
"6356...46356","3","1","0",55.5,36.5,NA,0.2
"6357...46357","3","1","0",56.5,36.5,NA,0.2
"6358...46358","3","1","0",57.5,36.5,NA,0.2
"6359...46359","3","1","0",58.5,36.5,NA,0.2
"6360...46360","3","1","0",59.5,36.5,NA,0.2
"6361...46361","3","1","0",60.5,36.5,NA,0.2
"6362...46362","3","1","1",61.5,36.5,135,0.2
"6363...46363","3","1","1",62.5,36.5,135,0.2
"6364...46364","3","1","0",63.5,36.5,NA,0.2
"6365...46365","3","1","0",64.5,36.5,NA,0.2
"6366...46366","3","1","0",65.5,36.5,NA,0.2
"6367...46367","3","1","0",66.5,36.5,NA,0.2
"6368...46368","3","1","0",67.5,36.5,NA,0.2
"6369...46369","3","1","0",68.5,36.5,NA,0.2
"6370...46370","3","1","0",69.5,36.5,NA,0.2
"6371...46371","3","1","0",70.5,36.5,NA,0.2
"6372...46372","3","1","0",71.5,36.5,NA,0.2
"6373...46373","3","1","0",72.5,36.5,NA,0.2
"6374...46374","3","1","0",73.5,36.5,NA,0.2
"6375...46375","3","1","0",74.5,36.5,NA,0.2
"6376...46376","3","1","0",75.5,36.5,NA,0.2
"6377...46377","3","1","0",76.5,36.5,NA,0.2
"6378...46378","3","1","0",77.5,36.5,NA,0.2
"6379...46379","3","1","0",78.5,36.5,NA,0.2
"6380...46380","3","1","0",79.5,36.5,NA,0.2
"6381...46381","3","1","0",80.5,36.5,NA,0.2
"6382...46382","3","1","0",81.5,36.5,NA,0.2
"6383...46383","3","1","0",82.5,36.5,NA,0.2
"6384...46384","3","1","0",83.5,36.5,NA,0.2
"6385...46385","3","1","0",84.5,36.5,NA,0.2
"6386...46386","3","1","0",85.5,36.5,NA,0.2
"6387...46387","3","1","0",86.5,36.5,NA,0.2
"6388...46388","3","1","0",87.5,36.5,NA,0.2
"6389...46389","3","1","0",88.5,36.5,NA,0.2
"6390...46390","3","1","0",89.5,36.5,NA,0.2
"6391...46391","3","1","0",90.5,36.5,NA,0.2
"6392...46392","3","1","0",91.5,36.5,NA,0.2
"6393...46393","3","1","0",92.5,36.5,NA,0.2
"6394...46394","3","1","0",93.5,36.5,NA,0.2
"6395...46395","3","1","0",94.5,36.5,NA,0.2
"6396...46396","3","1","0",95.5,36.5,NA,0.2
"6397...46397","3","1","0",96.5,36.5,NA,0.2
"6398...46398","3","1","0",97.5,36.5,NA,0.2
"6399...46399","3","1","0",98.5,36.5,NA,0.2
"6400...46400","3","1","0",99.5,36.5,NA,0.2
"6401...46401","3","1","1",0.5,35.5,129,0.2
"6402...46402","3","1","0",1.5,35.5,NA,0.2
"6403...46403","3","1","1",2.5,35.5,129,0.2
"6404...46404","3","1","0",3.5,35.5,NA,0.2
"6405...46405","3","1","0",4.5,35.5,NA,0.2
"6406...46406","3","1","0",5.5,35.5,NA,0.2
"6407...46407","3","1","0",6.5,35.5,NA,0.2
"6408...46408","3","1","0",7.5,35.5,NA,0.2
"6409...46409","3","1","0",8.5,35.5,NA,0.2
"6410...46410","3","1","0",9.5,35.5,NA,0.2
"6411...46411","3","1","0",10.5,35.5,NA,0.2
"6412...46412","3","1","1",11.5,35.5,109,0.2
"6413...46413","3","1","1",12.5,35.5,109,0.2
"6414...46414","3","1","1",13.5,35.5,109,0.2
"6415...46415","3","1","0",14.5,35.5,NA,0.2
"6416...46416","3","1","0",15.5,35.5,NA,0.2
"6417...46417","3","1","1",16.5,35.5,109,0.2
"6418...46418","3","1","1",17.5,35.5,109,0.2
"6419...46419","3","1","0",18.5,35.5,NA,0.2
"6420...46420","3","1","1",19.5,35.5,136,0.2
"6421...46421","3","1","1",20.5,35.5,136,0.2
"6422...46422","3","1","1",21.5,35.5,136,0.2
"6423...46423","3","1","0",22.5,35.5,NA,0.2
"6424...46424","3","1","0",23.5,35.5,NA,0.2
"6425...46425","3","1","0",24.5,35.5,NA,0.2
"6426...46426","3","1","0",25.5,35.5,NA,0.2
"6427...46427","3","1","0",26.5,35.5,NA,0.2
"6428...46428","3","1","1",27.5,35.5,132,0.2
"6429...46429","3","1","1",28.5,35.5,132,0.2
"6430...46430","3","1","1",29.5,35.5,132,0.2
"6431...46431","3","1","0",30.5,35.5,NA,0.2
"6432...46432","3","1","0",31.5,35.5,NA,0.2
"6433...46433","3","1","0",32.5,35.5,NA,0.2
"6434...46434","3","1","0",33.5,35.5,NA,0.2
"6435...46435","3","1","0",34.5,35.5,NA,0.2
"6436...46436","3","1","0",35.5,35.5,NA,0.2
"6437...46437","3","1","0",36.5,35.5,NA,0.2
"6438...46438","3","1","0",37.5,35.5,NA,0.2
"6439...46439","3","1","0",38.5,35.5,NA,0.2
"6440...46440","3","1","0",39.5,35.5,NA,0.2
"6441...46441","3","1","0",40.5,35.5,NA,0.2
"6442...46442","3","1","0",41.5,35.5,NA,0.2
"6443...46443","3","1","0",42.5,35.5,NA,0.2
"6444...46444","3","1","0",43.5,35.5,NA,0.2
"6445...46445","3","1","0",44.5,35.5,NA,0.2
"6446...46446","3","1","0",45.5,35.5,NA,0.2
"6447...46447","3","1","0",46.5,35.5,NA,0.2
"6448...46448","3","1","0",47.5,35.5,NA,0.2
"6449...46449","3","1","0",48.5,35.5,NA,0.2
"6450...46450","3","1","0",49.5,35.5,NA,0.2
"6451...46451","3","1","0",50.5,35.5,NA,0.2
"6452...46452","3","1","0",51.5,35.5,NA,0.2
"6453...46453","3","1","0",52.5,35.5,NA,0.2
"6454...46454","3","1","0",53.5,35.5,NA,0.2
"6455...46455","3","1","0",54.5,35.5,NA,0.2
"6456...46456","3","1","0",55.5,35.5,NA,0.2
"6457...46457","3","1","0",56.5,35.5,NA,0.2
"6458...46458","3","1","0",57.5,35.5,NA,0.2
"6459...46459","3","1","0",58.5,35.5,NA,0.2
"6460...46460","3","1","1",59.5,35.5,135,0.2
"6461...46461","3","1","1",60.5,35.5,135,0.2
"6462...46462","3","1","1",61.5,35.5,135,0.2
"6463...46463","3","1","1",62.5,35.5,135,0.2
"6464...46464","3","1","1",63.5,35.5,135,0.2
"6465...46465","3","1","0",64.5,35.5,NA,0.2
"6466...46466","3","1","0",65.5,35.5,NA,0.2
"6467...46467","3","1","0",66.5,35.5,NA,0.2
"6468...46468","3","1","0",67.5,35.5,NA,0.2
"6469...46469","3","1","0",68.5,35.5,NA,0.2
"6470...46470","3","1","0",69.5,35.5,NA,0.2
"6471...46471","3","1","0",70.5,35.5,NA,0.2
"6472...46472","3","1","0",71.5,35.5,NA,0.2
"6473...46473","3","1","0",72.5,35.5,NA,0.2
"6474...46474","3","1","0",73.5,35.5,NA,0.2
"6475...46475","3","1","0",74.5,35.5,NA,0.2
"6476...46476","3","1","0",75.5,35.5,NA,0.2
"6477...46477","3","1","0",76.5,35.5,NA,0.2
"6478...46478","3","1","0",77.5,35.5,NA,0.2
"6479...46479","3","1","0",78.5,35.5,NA,0.2
"6480...46480","3","1","0",79.5,35.5,NA,0.2
"6481...46481","3","1","0",80.5,35.5,NA,0.2
"6482...46482","3","1","0",81.5,35.5,NA,0.2
"6483...46483","3","1","0",82.5,35.5,NA,0.2
"6484...46484","3","1","0",83.5,35.5,NA,0.2
"6485...46485","3","1","0",84.5,35.5,NA,0.2
"6486...46486","3","1","0",85.5,35.5,NA,0.2
"6487...46487","3","1","0",86.5,35.5,NA,0.2
"6488...46488","3","1","0",87.5,35.5,NA,0.2
"6489...46489","3","1","0",88.5,35.5,NA,0.2
"6490...46490","3","1","0",89.5,35.5,NA,0.2
"6491...46491","3","1","0",90.5,35.5,NA,0.2
"6492...46492","3","1","0",91.5,35.5,NA,0.2
"6493...46493","3","1","0",92.5,35.5,NA,0.2
"6494...46494","3","1","0",93.5,35.5,NA,0.2
"6495...46495","3","1","0",94.5,35.5,NA,0.2
"6496...46496","3","1","0",95.5,35.5,NA,0.2
"6497...46497","3","1","0",96.5,35.5,NA,0.2
"6498...46498","3","1","0",97.5,35.5,NA,0.2
"6499...46499","3","1","0",98.5,35.5,NA,0.2
"6500...46500","3","1","0",99.5,35.5,NA,0.2
"6501...46501","3","1","1",0.5,34.5,129,0.2
"6502...46502","3","1","1",1.5,34.5,129,0.2
"6503...46503","3","1","1",2.5,34.5,129,0.2
"6504...46504","3","1","0",3.5,34.5,NA,0.2
"6505...46505","3","1","1",4.5,34.5,137,0.2
"6506...46506","3","1","0",5.5,34.5,NA,0.2
"6507...46507","3","1","0",6.5,34.5,NA,0.2
"6508...46508","3","1","0",7.5,34.5,NA,0.2
"6509...46509","3","1","0",8.5,34.5,NA,0.2
"6510...46510","3","1","0",9.5,34.5,NA,0.2
"6511...46511","3","1","0",10.5,34.5,NA,0.2
"6512...46512","3","1","0",11.5,34.5,NA,0.2
"6513...46513","3","1","0",12.5,34.5,NA,0.2
"6514...46514","3","1","0",13.5,34.5,NA,0.2
"6515...46515","3","1","0",14.5,34.5,NA,0.2
"6516...46516","3","1","0",15.5,34.5,NA,0.2
"6517...46517","3","1","1",16.5,34.5,109,0.2
"6518...46518","3","1","0",17.5,34.5,NA,0.2
"6519...46519","3","1","0",18.5,34.5,NA,0.2
"6520...46520","3","1","1",19.5,34.5,136,0.2
"6521...46521","3","1","0",20.5,34.5,NA,0.2
"6522...46522","3","1","0",21.5,34.5,NA,0.2
"6523...46523","3","1","0",22.5,34.5,NA,0.2
"6524...46524","3","1","0",23.5,34.5,NA,0.2
"6525...46525","3","1","0",24.5,34.5,NA,0.2
"6526...46526","3","1","0",25.5,34.5,NA,0.2
"6527...46527","3","1","0",26.5,34.5,NA,0.2
"6528...46528","3","1","0",27.5,34.5,NA,0.2
"6529...46529","3","1","1",28.5,34.5,132,0.2
"6530...46530","3","1","1",29.5,34.5,132,0.2
"6531...46531","3","1","0",30.5,34.5,NA,0.2
"6532...46532","3","1","0",31.5,34.5,NA,0.2
"6533...46533","3","1","0",32.5,34.5,NA,0.2
"6534...46534","3","1","0",33.5,34.5,NA,0.2
"6535...46535","3","1","0",34.5,34.5,NA,0.2
"6536...46536","3","1","0",35.5,34.5,NA,0.2
"6537...46537","3","1","0",36.5,34.5,NA,0.2
"6538...46538","3","1","0",37.5,34.5,NA,0.2
"6539...46539","3","1","0",38.5,34.5,NA,0.2
"6540...46540","3","1","0",39.5,34.5,NA,0.2
"6541...46541","3","1","0",40.5,34.5,NA,0.2
"6542...46542","3","1","0",41.5,34.5,NA,0.2
"6543...46543","3","1","0",42.5,34.5,NA,0.2
"6544...46544","3","1","0",43.5,34.5,NA,0.2
"6545...46545","3","1","0",44.5,34.5,NA,0.2
"6546...46546","3","1","0",45.5,34.5,NA,0.2
"6547...46547","3","1","0",46.5,34.5,NA,0.2
"6548...46548","3","1","0",47.5,34.5,NA,0.2
"6549...46549","3","1","0",48.5,34.5,NA,0.2
"6550...46550","3","1","0",49.5,34.5,NA,0.2
"6551...46551","3","1","0",50.5,34.5,NA,0.2
"6552...46552","3","1","0",51.5,34.5,NA,0.2
"6553...46553","3","1","0",52.5,34.5,NA,0.2
"6554...46554","3","1","0",53.5,34.5,NA,0.2
"6555...46555","3","1","0",54.5,34.5,NA,0.2
"6556...46556","3","1","0",55.5,34.5,NA,0.2
"6557...46557","3","1","0",56.5,34.5,NA,0.2
"6558...46558","3","1","1",57.5,34.5,135,0.2
"6559...46559","3","1","1",58.5,34.5,135,0.2
"6560...46560","3","1","1",59.5,34.5,135,0.2
"6561...46561","3","1","0",60.5,34.5,NA,0.2
"6562...46562","3","1","0",61.5,34.5,NA,0.2
"6563...46563","3","1","0",62.5,34.5,NA,0.2
"6564...46564","3","1","0",63.5,34.5,NA,0.2
"6565...46565","3","1","0",64.5,34.5,NA,0.2
"6566...46566","3","1","0",65.5,34.5,NA,0.2
"6567...46567","3","1","0",66.5,34.5,NA,0.2
"6568...46568","3","1","0",67.5,34.5,NA,0.2
"6569...46569","3","1","0",68.5,34.5,NA,0.2
"6570...46570","3","1","0",69.5,34.5,NA,0.2
"6571...46571","3","1","0",70.5,34.5,NA,0.2
"6572...46572","3","1","0",71.5,34.5,NA,0.2
"6573...46573","3","1","0",72.5,34.5,NA,0.2
"6574...46574","3","1","0",73.5,34.5,NA,0.2
"6575...46575","3","1","0",74.5,34.5,NA,0.2
"6576...46576","3","1","0",75.5,34.5,NA,0.2
"6577...46577","3","1","0",76.5,34.5,NA,0.2
"6578...46578","3","1","1",77.5,34.5,138,0.2
"6579...46579","3","1","1",78.5,34.5,138,0.2
"6580...46580","3","1","1",79.5,34.5,138,0.2
"6581...46581","3","1","0",80.5,34.5,NA,0.2
"6582...46582","3","1","0",81.5,34.5,NA,0.2
"6583...46583","3","1","0",82.5,34.5,NA,0.2
"6584...46584","3","1","0",83.5,34.5,NA,0.2
"6585...46585","3","1","0",84.5,34.5,NA,0.2
"6586...46586","3","1","0",85.5,34.5,NA,0.2
"6587...46587","3","1","0",86.5,34.5,NA,0.2
"6588...46588","3","1","0",87.5,34.5,NA,0.2
"6589...46589","3","1","0",88.5,34.5,NA,0.2
"6590...46590","3","1","0",89.5,34.5,NA,0.2
"6591...46591","3","1","0",90.5,34.5,NA,0.2
"6592...46592","3","1","1",91.5,34.5,139,0.2
"6593...46593","3","1","0",92.5,34.5,NA,0.2
"6594...46594","3","1","0",93.5,34.5,NA,0.2
"6595...46595","3","1","0",94.5,34.5,NA,0.2
"6596...46596","3","1","0",95.5,34.5,NA,0.2
"6597...46597","3","1","0",96.5,34.5,NA,0.2
"6598...46598","3","1","0",97.5,34.5,NA,0.2
"6599...46599","3","1","0",98.5,34.5,NA,0.2
"6600...46600","3","1","0",99.5,34.5,NA,0.2
"6601...46601","3","1","1",0.5,33.5,129,0.2
"6602...46602","3","1","1",1.5,33.5,129,0.2
"6603...46603","3","1","1",2.5,33.5,129,0.2
"6604...46604","3","1","0",3.5,33.5,NA,0.2
"6605...46605","3","1","1",4.5,33.5,137,0.2
"6606...46606","3","1","0",5.5,33.5,NA,0.2
"6607...46607","3","1","0",6.5,33.5,NA,0.2
"6608...46608","3","1","0",7.5,33.5,NA,0.2
"6609...46609","3","1","0",8.5,33.5,NA,0.2
"6610...46610","3","1","0",9.5,33.5,NA,0.2
"6611...46611","3","1","0",10.5,33.5,NA,0.2
"6612...46612","3","1","0",11.5,33.5,NA,0.2
"6613...46613","3","1","0",12.5,33.5,NA,0.2
"6614...46614","3","1","0",13.5,33.5,NA,0.2
"6615...46615","3","1","0",14.5,33.5,NA,0.2
"6616...46616","3","1","0",15.5,33.5,NA,0.2
"6617...46617","3","1","0",16.5,33.5,NA,0.2
"6618...46618","3","1","0",17.5,33.5,NA,0.2
"6619...46619","3","1","0",18.5,33.5,NA,0.2
"6620...46620","3","1","0",19.5,33.5,NA,0.2
"6621...46621","3","1","0",20.5,33.5,NA,0.2
"6622...46622","3","1","0",21.5,33.5,NA,0.2
"6623...46623","3","1","0",22.5,33.5,NA,0.2
"6624...46624","3","1","0",23.5,33.5,NA,0.2
"6625...46625","3","1","0",24.5,33.5,NA,0.2
"6626...46626","3","1","0",25.5,33.5,NA,0.2
"6627...46627","3","1","0",26.5,33.5,NA,0.2
"6628...46628","3","1","0",27.5,33.5,NA,0.2
"6629...46629","3","1","0",28.5,33.5,NA,0.2
"6630...46630","3","1","0",29.5,33.5,NA,0.2
"6631...46631","3","1","0",30.5,33.5,NA,0.2
"6632...46632","3","1","0",31.5,33.5,NA,0.2
"6633...46633","3","1","0",32.5,33.5,NA,0.2
"6634...46634","3","1","0",33.5,33.5,NA,0.2
"6635...46635","3","1","0",34.5,33.5,NA,0.2
"6636...46636","3","1","0",35.5,33.5,NA,0.2
"6637...46637","3","1","0",36.5,33.5,NA,0.2
"6638...46638","3","1","0",37.5,33.5,NA,0.2
"6639...46639","3","1","0",38.5,33.5,NA,0.2
"6640...46640","3","1","0",39.5,33.5,NA,0.2
"6641...46641","3","1","0",40.5,33.5,NA,0.2
"6642...46642","3","1","0",41.5,33.5,NA,0.2
"6643...46643","3","1","0",42.5,33.5,NA,0.2
"6644...46644","3","1","0",43.5,33.5,NA,0.2
"6645...46645","3","1","0",44.5,33.5,NA,0.2
"6646...46646","3","1","0",45.5,33.5,NA,0.2
"6647...46647","3","1","0",46.5,33.5,NA,0.2
"6648...46648","3","1","0",47.5,33.5,NA,0.2
"6649...46649","3","1","0",48.5,33.5,NA,0.2
"6650...46650","3","1","0",49.5,33.5,NA,0.2
"6651...46651","3","1","0",50.5,33.5,NA,0.2
"6652...46652","3","1","0",51.5,33.5,NA,0.2
"6653...46653","3","1","0",52.5,33.5,NA,0.2
"6654...46654","3","1","0",53.5,33.5,NA,0.2
"6655...46655","3","1","0",54.5,33.5,NA,0.2
"6656...46656","3","1","0",55.5,33.5,NA,0.2
"6657...46657","3","1","0",56.5,33.5,NA,0.2
"6658...46658","3","1","1",57.5,33.5,135,0.2
"6659...46659","3","1","1",58.5,33.5,135,0.2
"6660...46660","3","1","1",59.5,33.5,135,0.2
"6661...46661","3","1","0",60.5,33.5,NA,0.2
"6662...46662","3","1","0",61.5,33.5,NA,0.2
"6663...46663","3","1","0",62.5,33.5,NA,0.2
"6664...46664","3","1","0",63.5,33.5,NA,0.2
"6665...46665","3","1","0",64.5,33.5,NA,0.2
"6666...46666","3","1","0",65.5,33.5,NA,0.2
"6667...46667","3","1","0",66.5,33.5,NA,0.2
"6668...46668","3","1","0",67.5,33.5,NA,0.2
"6669...46669","3","1","0",68.5,33.5,NA,0.2
"6670...46670","3","1","0",69.5,33.5,NA,0.2
"6671...46671","3","1","0",70.5,33.5,NA,0.2
"6672...46672","3","1","0",71.5,33.5,NA,0.2
"6673...46673","3","1","0",72.5,33.5,NA,0.2
"6674...46674","3","1","0",73.5,33.5,NA,0.2
"6675...46675","3","1","0",74.5,33.5,NA,0.2
"6676...46676","3","1","0",75.5,33.5,NA,0.2
"6677...46677","3","1","1",76.5,33.5,138,0.2
"6678...46678","3","1","1",77.5,33.5,138,0.2
"6679...46679","3","1","1",78.5,33.5,138,0.2
"6680...46680","3","1","1",79.5,33.5,138,0.2
"6681...46681","3","1","1",80.5,33.5,138,0.2
"6682...46682","3","1","0",81.5,33.5,NA,0.2
"6683...46683","3","1","0",82.5,33.5,NA,0.2
"6684...46684","3","1","0",83.5,33.5,NA,0.2
"6685...46685","3","1","0",84.5,33.5,NA,0.2
"6686...46686","3","1","0",85.5,33.5,NA,0.2
"6687...46687","3","1","0",86.5,33.5,NA,0.2
"6688...46688","3","1","0",87.5,33.5,NA,0.2
"6689...46689","3","1","0",88.5,33.5,NA,0.2
"6690...46690","3","1","0",89.5,33.5,NA,0.2
"6691...46691","3","1","0",90.5,33.5,NA,0.2
"6692...46692","3","1","0",91.5,33.5,NA,0.2
"6693...46693","3","1","0",92.5,33.5,NA,0.2
"6694...46694","3","1","0",93.5,33.5,NA,0.2
"6695...46695","3","1","0",94.5,33.5,NA,0.2
"6696...46696","3","1","1",95.5,33.5,140,0.2
"6697...46697","3","1","0",96.5,33.5,NA,0.2
"6698...46698","3","1","0",97.5,33.5,NA,0.2
"6699...46699","3","1","0",98.5,33.5,NA,0.2
"6700...46700","3","1","0",99.5,33.5,NA,0.2
"6701...46701","3","1","1",0.5,32.5,129,0.2
"6702...46702","3","1","0",1.5,32.5,NA,0.2
"6703...46703","3","1","0",2.5,32.5,NA,0.2
"6704...46704","3","1","0",3.5,32.5,NA,0.2
"6705...46705","3","1","0",4.5,32.5,NA,0.2
"6706...46706","3","1","0",5.5,32.5,NA,0.2
"6707...46707","3","1","0",6.5,32.5,NA,0.2
"6708...46708","3","1","0",7.5,32.5,NA,0.2
"6709...46709","3","1","0",8.5,32.5,NA,0.2
"6710...46710","3","1","0",9.5,32.5,NA,0.2
"6711...46711","3","1","0",10.5,32.5,NA,0.2
"6712...46712","3","1","0",11.5,32.5,NA,0.2
"6713...46713","3","1","0",12.5,32.5,NA,0.2
"6714...46714","3","1","0",13.5,32.5,NA,0.2
"6715...46715","3","1","0",14.5,32.5,NA,0.2
"6716...46716","3","1","0",15.5,32.5,NA,0.2
"6717...46717","3","1","0",16.5,32.5,NA,0.2
"6718...46718","3","1","0",17.5,32.5,NA,0.2
"6719...46719","3","1","0",18.5,32.5,NA,0.2
"6720...46720","3","1","0",19.5,32.5,NA,0.2
"6721...46721","3","1","0",20.5,32.5,NA,0.2
"6722...46722","3","1","0",21.5,32.5,NA,0.2
"6723...46723","3","1","0",22.5,32.5,NA,0.2
"6724...46724","3","1","0",23.5,32.5,NA,0.2
"6725...46725","3","1","0",24.5,32.5,NA,0.2
"6726...46726","3","1","0",25.5,32.5,NA,0.2
"6727...46727","3","1","0",26.5,32.5,NA,0.2
"6728...46728","3","1","0",27.5,32.5,NA,0.2
"6729...46729","3","1","0",28.5,32.5,NA,0.2
"6730...46730","3","1","0",29.5,32.5,NA,0.2
"6731...46731","3","1","0",30.5,32.5,NA,0.2
"6732...46732","3","1","0",31.5,32.5,NA,0.2
"6733...46733","3","1","0",32.5,32.5,NA,0.2
"6734...46734","3","1","1",33.5,32.5,141,0.2
"6735...46735","3","1","1",34.5,32.5,141,0.2
"6736...46736","3","1","1",35.5,32.5,141,0.2
"6737...46737","3","1","1",36.5,32.5,141,0.2
"6738...46738","3","1","1",37.5,32.5,141,0.2
"6739...46739","3","1","1",38.5,32.5,141,0.2
"6740...46740","3","1","0",39.5,32.5,NA,0.2
"6741...46741","3","1","0",40.5,32.5,NA,0.2
"6742...46742","3","1","0",41.5,32.5,NA,0.2
"6743...46743","3","1","0",42.5,32.5,NA,0.2
"6744...46744","3","1","0",43.5,32.5,NA,0.2
"6745...46745","3","1","0",44.5,32.5,NA,0.2
"6746...46746","3","1","0",45.5,32.5,NA,0.2
"6747...46747","3","1","0",46.5,32.5,NA,0.2
"6748...46748","3","1","0",47.5,32.5,NA,0.2
"6749...46749","3","1","1",48.5,32.5,142,0.2
"6750...46750","3","1","0",49.5,32.5,NA,0.2
